Gene_Name	LoF_FDR_ExAC
LIN52	0.09727241
LIN54	1.59047E-05
LIN7A	0.2573452
LIN7B	0.04816576
LIN7C	0.350422
LIN9	6.20776E-07
LINC00696	0.6147681
LINGO1	0.01031239
LINGO2	0.002508574
LINGO3	N/A
LINGO4	0.287998
LINS	0.1831961
LIPA	0.07677661
LIPC	0.1034055
LIPE	0.5919528
LIPF	0.348327
LIPG	0.5422474
LIPH	0.5826761
LIPI	0.6738892
LIPJ	0.6282837
LIPK	0.3793828
LIPM	0.4403838
LIPN	0.6382429
LIPT1	0.8432496
LIPT2	N/A
LITAF	0.3609735
LIX1	0.2041045
LIX1L	0.3669669
LLGL1	5.09176E-05
LLGL2	0.09299636
LLPH	0.3747932
LMAN1	0.003292677
LMAN1L	0.8684857
LMAN2	0.3255937
LMAN2L	0.6985157
LMBR1	0.0360037
LMBR1L	0.3919239
LMBRD1	0.2665875
LMBRD2	0.01359036
LMCD1	0.05772196
LMF1	0.7860561
LMF2	N/A
LMLN	0.1049643
LMNA	0.002372585
LMNB1	0.02501988
LMNB2	0.000589574
LMO1	0.2589899
LMO2	0.2565477
LMO3	0.4617307
LMO4	0.2787327
LMO7	6.70647E-08
LMOD1	0.01217275
LMOD2	0.2058266
LMOD3	0.04107372
LMTK2	5.26388E-06
LMTK3	N/A
LMX1A	0.004262673
LMX1B	0.03808003
LNP1	0.5596212
LNPEP	5.10953E-08
LNX1	0.004004225
LNX2	0.001172438
LOC100127983	N/A
LOC100129480	N/A
LOC100130348	N/A
LOC100130480	N/A
LOC100131608	N/A
LOC100132247	N/A
LOC100132396	N/A
LOC100133251	N/A
LOC100133267	N/A
LOC100287177	N/A
LOC100505679	N/A
LOC100507003	N/A
LOC100507341	N/A
LOC100653515	N/A
LOC100996485	N/A
LOC101059918	N/A
LOC101927581	N/A
LOC101927658	N/A
LOC101928147	N/A
LOC101928603	N/A
LOC147646	N/A
LOC152586	N/A
LOC256021	N/A
LOC643669	N/A
LOC646498	0.724607
LOC729020	N/A
LOC729059	N/A
LOC729574	N/A
LOC730755	0.9868698
LOC81691	N/A
LOH12CR1	0.3035724
LONP1	8.77496E-07
LONP2	0.9875279
LONRF1	0.03032768
LONRF2	0.1202309
LONRF3	0.1669059
LOR	0.8498188
LOX	0.006838907
LOXHD1	N/A
LOXL1	N/A
LOXL2	0.1727677
LOXL3	0.3569508
LOXL4	0.5084429
LPA	0.4611718
LPAR1	0.8645252
LPAR2	0.1727384
LPAR3	0.06516249
LPAR4	0.7402887
LPAR5	0.7115339
LPAR6	0.2731198
LPCAT1	0.01159296
LPCAT2	0.6608363
LPCAT3	0.007180216
LPCAT4	0.0001812
LPGAT1	0.01105085
LPHN1	3.44526E-10
LPHN2	4.01859E-15
LPHN3	2.7265E-10
LPIN1	0.007549568
LPIN2	3.90591E-05
LPIN3	0.5427632
LPL	0.297443
LPO	0.7810993
LPP	7.36974E-05
LPPR1	0.06133555
LPPR2	N/A
LPPR3	0.5894793
LPPR4	0.006558385
LPPR5	0.004693928
LPXN	0.167794
LRAT	0.6586245
LRBA	1.8071E-14
LRCH1	0.000427793
LRCH2	0.03143503
LRCH3	0.2089114
LRCH4	0.1103886
LRFN1	0.1114119
LRFN2	0.1354748
LRFN3	0.07939111
LRFN4	0.0160262
LRFN5	0.02053487
LRG1	0.6671927
LRGUK	0.06956165
LRIF1	0.1305828
LRIG1	1.26167E-05
LRIG2	0.2720104
LRIG3	0.001156616
LRIT1	0.7654178
LRIT2	0.7559028
LRIT3	0.8655225
LRMP	0.006578821
LRP1	2.87931E-29
LRP10	0.1684294
LRP11	0.5948582
LRP12	4.04446E-05
LRP1B	1.4118E-25
LRP2	2.83821E-28
LRP2BP	0.7040843
LRP3	0.119571
LRP4	2.20897E-05
LRP5	4.12858E-06
LRP5L	0.9922635
LRP6	3.04948E-11
LRP8	3.99876E-06
LRPAP1	0.3032283
LRPPRC	2.74994E-06
LRR1	0.6313661
LRRC1	0.005036381
LRRC10	0.7598989
LRRC10B	N/A
LRRC14	0.3352634
LRRC14B	0.9943476
LRRC15	0.6761086
LRRC16A	2.52549E-05
LRRC16B	0.000610748
LRRC17	0.8309388
LRRC18	0.9403214
LRRC19	0.5424976
LRRC2	0.759782
LRRC20	0.453886
LRRC23	0.2149087
LRRC24	0.06476599
LRRC25	0.01256511
LRRC26	0.9361558
LRRC27	0.732813
LRRC28	0.146795
LRRC29	0.4049702
LRRC3	0.9068613
LRRC30	0.9981838
LRRC31	0.1764527
LRRC32	0.1692912
LRRC33	0.06111387
LRRC34	0.7083665
LRRC36	0.7322168
LRRC37A	0.4430325
LRRC37A2	N/A
LRRC37A3	N/A
LRRC37B	0.000389047
LRRC38	N/A
LRRC39	0.02181581
LRRC3B	0.7231167
LRRC3C	N/A
LRRC4	0.007555654
LRRC40	0.9335882
LRRC41	8.03837E-06
LRRC42	0.3689511
LRRC43	0.9814739
LRRC45	0.542708
LRRC46	0.5844497
LRRC47	0.1406331
LRRC48	0.4319893
LRRC49	0.003181984
LRRC4B	0.4428476
LRRC4C	0.006599963
LRRC52	0.5244772
LRRC55	0.01545226
LRRC56	0.08405914
LRRC57	0.8280175
LRRC58	0.8771176
LRRC59	0.2533999
LRRC6	0.3967259
LRRC61	0.5625327
LRRC63	N/A
LRRC66	0.8770163
LRRC7	6.05597E-10
LRRC70	N/A
LRRC71	0.3035102
LRRC72	N/A
LRRC73	0.3026692
LRRC8A	0.02051537
LRRC8B	0.007880324
LRRC8C	0.07007544
LRRC8D	0.007062112
LRRC8E	0.2862281
LRRCC1	0.6513019
LRRD1	N/A
LRRFIP1	0.004656839
LRRFIP2	0.003852491
LRRIQ1	0.000364955
LRRIQ3	0.4341108
LRRIQ4	0.3027483
LRRK1	0.003780272
LRRK2	2.24507E-06
LRRN1	0.00177365
LRRN2	0.06790014
LRRN3	0.00482295
LRRN4	0.9872762
LRRN4CL	0.9566399
LRRTM1	0.04275769
LRRTM2	0.005625263
LRRTM3	0.01964835
LRRTM4	0.01999936
LRSAM1	0.01722072
LRTM1	0.6849304
LRTM2	0.01878465
LRTOMT	N/A
LRWD1	0.4453462
LSAMP	0.0107368
LSG1	0.06227037
LSM1	0.02266349
LSM10	0.2656533
LSM11	0.2416989
LSM12	0.07174857
LSM14A	0.07651779
LSM14B	0.008727382
LSM2	0.9666601
LSM3	0.9566399
LSM4	0.1389501
LSM5	0.8690369
LSM6	0.1067187
LSM7	0.6378546
LSMD1	0.9066411
LSP1	0.1272871
LSR	0.7010281
LSS	0.01970403
LST1	0.6617662
LST3	0.617612
LTA	0.282016
LTA4H	0.0142069
LTB	1
LTB4R	0.3656346
LTB4R2	0.8228724
LTBP1	8.60323E-07
LTBP2	1.42445E-05
LTBP3	0.005585931
LTBP4	4.50258E-05
LTBR	0.1597852
LTC4S	0.9875279
LTF	0.5593316
LTK	0.9875279
LTN1	1.6514E-07
LTV1	0.1792982
LUC7L	0.09886942
LUC7L2	0.02717269
LUC7L3	1.62274E-06
LUM	0.4754481
LURAP1	0.1740755
LURAP1L	0.390424
LUZP1	6.43263E-05
LUZP2	0.1988521
LUZP4	0.6005892
LUZP6	N/A
LXN	0.5963426
LY6D	0.9891912
LY6E	0.2007266
LY6G5B	0.7821975
LY6G5C	0.1420005
LY6G6C	0.9454692
LY6G6D	0.1849965
LY6G6F	0.8117805
LY6H	0.3765898
LY6K	0.7110182
LY75	0.2118306
LY75-CD302	0.2118306
LY86	0.8842895
LY9	0.5136575
LY96	0.9310704
LYAR	0.3267265
LYG1	0.6837185
LYG2	0.9187879
LYL1	0.3273087
LYN	0.002758649
LYNX1	0.476002
LYPD1	0.9775303
LYPD2	0.6626305
LYPD3	0.9987362
LYPD4	0.8659882
LYPD5	0.8645233
LYPD6	0.4343819
LYPD6B	0.4765437
LYPLA1	0.5409991
LYPLA2	0.01731671
LYPLAL1	0.8795159
LYRM1	0.7603803
LYRM2	0.771462
LYRM4	0.9230352
LYRM5	0.8162003
LYRM7	0.7117038
LYSMD1	0.3041416
LYSMD2	0.8073262
LYSMD3	0.01134521
LYSMD4	0.937678
LYST	1.75088E-22
LYVE1	0.7860561
LYZ	0.7309531
LYZL1	0.5983712
LYZL2	0.9779093
LYZL4	0.4938744
LYZL6	0.9513914
LZIC	0.7859069
LZTFL1	0.1699538
LZTR1	1
LZTS1	0.04913234
LZTS2	0.000362481
M6PR	0.030126
MAB21L1	0.2094888
MAB21L2	0.2530214
MAB21L3	0.3073201
MACC1	0.7742683
MACF1	7.98738E-58
MACROD1	0.6313982
MACROD2	0.1010993
MAD1L1	0.46797
MAD2L1	0.7061518
MAD2L1BP	0.3293469
MAD2L2	0.4550991
MADCAM1	0.2850377
MADD	5.99701E-06
MAEA	0.06295304
MAEL	0.01722894
MAF	0.641116
MAF1	0.06494315
MAFA	N/A
MAFB	N/A
MAFF	0.9936179
MAFG	0.3687523
MAFK	0.5508132
MAG	0.03221739
MAGEA1	0.2411124
MAGEA10	0.1881955
MAGEA11	0.05631995
MAGEA12	0.05296833
MAGEA2	N/A
MAGEA2B	N/A
MAGEA3	0.06898209
MAGEA4	0.008757465
MAGEA6	0.08838137
MAGEA8	0.485665
MAGEA9	N/A
MAGEA9B	N/A
MAGEB1	0.3895697
MAGEB10	0.09737187
MAGEB16	0.7735403
MAGEB17	0.8084352
MAGEB18	0.629464
MAGEB2	0.6132546
MAGEB3	0.1160713
MAGEB4	0.2821961
MAGEB5	0.7326761
MAGEB6	0.06876372
MAGEC1	N/A
MAGEC2	0.06261793
MAGEC3	0.5403412
MAGED1	0.002173909
MAGED2	0.002461913
MAGED4	N/A
MAGED4B	N/A
MAGEE1	0.02579276
MAGEE2	0.642801
MAGEF1	0.5723431
MAGEH1	0.393624
MAGEL2	0.000248418
MAGI1	2.25572E-08
MAGI2	0.000848833
MAGI3	0.000044263
MAGIX	0.904097
MAGOH	0.4852474
MAGOHB	0.6243233
MAGT1	0.0533223
MAK	0.7563593
MAK16	3.17999E-05
MAL	0.1055837
MAL2	0.3037971
MALL	0.9640328
MALSU1	0.9927068
MALT1	0.003042353
MAMDC2	0.01033076
MAMDC4	0.8865667
MAML1	1.11555E-05
MAML2	5.96379E-09
MAML3	0.001353517
MAMLD1	0.01432537
MAMSTR	0.7826222
MAN1A1	0.01812666
MAN1A2	0.000287679
MAN1B1	0.2540177
MAN1C1	0.06847114
MAN2A1	7.00712E-07
MAN2A2	0.09210834
MAN2B1	0.8219745
MAN2B2	0.7563593
MAN2C1	0.9315631
MANBA	0.3394989
MANBAL	0.7308755
MANEA	0.164253
MANEAL	0.7199261
MANF	0.3979218
MANSC1	0.5487015
MANSC4	N/A
MAOA	0.005207387
MAOB	0.004647735
MAP1A	2.04281E-11
MAP1B	1.52909E-11
MAP1LC3A	0.3854874
MAP1LC3B	0.7563593
MAP1LC3B2	0.5458226
MAP1LC3C	0.9706868
MAP1S	0.006827864
MAP2	1.00011E-11
MAP2K1	0.01167501
MAP2K2	0.02178657
MAP2K3	0.2817158
MAP2K4	0.03134924
MAP2K5	0.02517534
MAP2K6	0.03901503
MAP2K7	0.009061879
MAP3K1	7.64457E-05
MAP3K10	0.1033688
MAP3K11	0.01174144
MAP3K12	5.03097E-08
MAP3K13	2.80412E-05
MAP3K15	0.9994419
MAP3K2	5.40105E-07
MAP3K3	4.75489E-05
MAP3K4	8.17608E-10
MAP3K5	6.13493E-05
MAP3K6	0.9003343
MAP3K7	0.000325959
MAP3K8	0.009271398
MAP3K9	0.000254167
MAP4	9.35709E-07
MAP4K1	0.001654052
MAP4K2	0.05898819
MAP4K3	1.10507E-05
MAP4K4	1.99547E-08
MAP4K5	0.000160275
MAP6	0.6398305
MAP6D1	0.9868698
MAP7	3.01828E-05
MAP7D1	0.000418824
MAP7D2	0.001082519
MAP7D3	0.5824268
MAP9	0.6482077
MAPK1	0.06870636
MAPK10	0.06965663
MAPK11	0.1761305
MAPK12	0.1560194
MAPK13	0.5419641
MAPK14	0.006088066
MAPK15	0.8400404
MAPK1IP1L	0.1799471
MAPK3	0.2218231
MAPK4	0.2194137
MAPK6	0.004756048
MAPK7	0.03578181
MAPK8	0.008475883
MAPK8IP1	0.000235545
MAPK8IP2	0.002991992
MAPK8IP3	1.02757E-10
MAPK9	0.2259898
MAPKAP1	3.73625E-05
MAPKAPK2	0.005446646
MAPKAPK3	0.779241
MAPKAPK5	0.1861941
MAPKBP1	2.65125E-08
MAPRE1	0.008479518
MAPRE2	0.03936861
MAPRE3	0.1480989
MAPT	0.4990723
MARC1	0.7914388
MARC2	0.5111209
MARCH1	0.1210613
MARCH10	0.9316139
MARCH11	0.9826338
MARCH2	0.2716974
MARCH3	0.09311101
MARCH4	0.2372558
MARCH5	0.05080628
MARCH6	7.70801E-07
MARCH7	8.59217E-07
MARCH8	0.9014815
MARCH9	0.3634464
MARCKS	0.7564997
MARCKSL1	0.24914
MARCO	0.2572955
MARK1	0.000171729
MARK2	0.000161098
MARK3	0.05631845
MARK4	1.28283E-05
MARS	0.3460412
MARS2	0.71616
MARVELD2	0.6373256
MARVELD3	0.5420446
MAS1	0.5746749
MAS1L	0.8018061
MASP1	0.09648465
MASP2	0.903053
MAST1	0.000032741
MAST2	0.01881157
MAST3	0.000313183
MAST4	1.1967E-06
MASTL	0.4691641
MAT1A	0.07050664
MAT2A	0.2548494
MAT2B	0.0733942
MATK	0.2854572
MATN1	0.4868406
MATN2	0.2975146
MATN3	0.9233531
MATN4	0.6531106
MATR3	7.12549E-06
MAU2	0.001629064
MAVS	0.8126744
MAX	0.06736192
MAZ	0.01804161
MB	0.3869354
MB21D1	0.9085657
MB21D2	0.1036312
MBD1	0.000803607
MBD2	0.07909867
MBD3	0.03032768
MBD3L1	0.9850334
MBD3L2	N/A
MBD3L3	N/A
MBD3L4	N/A
MBD3L5	N/A
MBD4	0.2791025
MBD5	7.57028E-09
MBD6	7.08759E-06
MBIP	0.2832998
MBL2	0.7860561
MBLAC1	0.5923506
MBLAC2	0.854981
MBNL1	0.02308617
MBNL2	0.09145284
MBNL3	0.06475301
MBOAT1	0.2069131
MBOAT2	0.01574744
MBOAT4	N/A
MBOAT7	0.1766089
MBP	0.08934242
MBTD1	0.004578474
MBTPS1	3.07366E-06
MBTPS2	0.03162361
MC1R	0.9454692
MC2R	0.5894793
MC3R	0.8879573
MC4R	0.9208469
MC5R	0.9332325
MCAM	0.01556665
MCAT	0.7882774
MCC	0.0190655
MCCC1	0.1551229
MCCC2	0.4387548
MCCD1	0.779241
MCEE	0.8627746
MCF2	0.000199828
MCF2L	0.000164372
MCF2L2	0.147965
MCFD2	0.5410007
MCHR1	0.6205324
MCHR2	0.5208519
MCIN	N/A
MCL1	0.02875017
MCM10	0.2064688
MCM2	0.00391499
MCM3	0.06949362
MCM3AP	3.85954E-08
MCM4	0.02994283
MCM5	0.003904349
MCM6	2.49629E-06
MCM7	0.5167329
MCM8	0.1583822
MCM9	0.3257976
MCMBP	2.68008E-05
MCMDC2	0.286528
MCOLN1	0.102466
MCOLN2	0.7004641
MCOLN3	0.1981198
MCPH1	0.2544828
MCRS1	0.06897076
MCTP1	0.04071711
MCTP2	0.9905209
MCTS1	0.3486993
MCU	0.01070869
MDC1	0.000537739
MDFI	0.4088106
MDFIC	N/A
MDGA1	0.000637232
MDGA2	1.72558E-05
MDH1	0.002092071
MDH1B	0.8338217
MDH2	0.1819385
MDK	0.7348288
MDM1	0.07403892
MDM2	0.000380211
MDM4	4.04446E-05
MDN1	6.26461E-34
MDP1	0.3934942
MDS2	0.8100056
ME1	0.6088317
ME2	0.2897627
ME3	0.4883815
MEA1	0.4018079
MEAF6	0.2283236
MECOM	3.49706E-06
MECP2	0.002859939
MECR	0.1022728
MED1	3.13023E-09
MED10	0.6323963
MED11	0.9981838
MED12	9.71657E-10
MED12L	5.42986E-13
MED13	2.86232E-20
MED13L	3.10567E-13
MED14	1.04428E-06
MED15	0.000272718
MED16	0.002027841
MED17	0.3474241
MED18	0.9442913
MED19	0.4088106
MED20	0.2732339
MED21	0.3767698
MED22	0.3629585
MED23	0.00441002
MED24	0.5050749
MED25	0.05453112
MED26	0.000788919
MED27	0.5711545
MED28	0.4614456
MED29	0.8097288
MED30	0.1797212
MED31	0.8777338
MED4	0.1951322
MED6	0.2927853
MED7	0.2530214
MED8	0.8339651
MED9	0.5482644
MEF2A	0.009195469
MEF2B	0.1024858
MEF2BNB	N/A
MEF2BNB-MEF2B	0.1840332
MEF2C	0.8642035
MEF2D	0.000171022
MEFV	0.5922826
MEGF10	5.36272E-07
MEGF11	0.9873914
MEGF6	0.03580042
MEGF8	3.58723E-09
MEGF9	0.09194562
MEGT1	0.5314297
MEI1	0.01510443
MEI4	N/A
MEIG1	0.6601696
MEIS1	0.01904649
MEIS2	0.008973299
MEIS3	0.339581
MELK	0.3334571
MEMO1	0.1056302
MEN1	0.001147404
MEOX1	0.1883389
MEOX2	0.05745928
MEP1A	0.1257598
MEP1B	0.9806309
MEPCE	0.002225968
MEPE	0.02878348
MERTK	0.05434403
MESDC1	0.292541
MESDC2	0.04159254
MESP1	0.9993496
MESP2	0.6762174
MEST	0.001640848
MET	3.94064E-07
METAP1	0.3402519
METAP1D	0.9207203
METAP2	0.01371966
METRN	0.719544
METRNL	0.05936225
METTL1	0.4550238
METTL10	0.1201084
METTL11B	N/A
METTL12	0.2975146
METTL13	0.02582831
METTL14	0.008247625
METTL15	0.6034382
METTL16	0.000459664
METTL17	0.7670513
METTL18	0.2644983
METTL20	0.5904197
METTL21A	0.3716291
METTL21B	0.9133908
METTL21C	0.8841098
METTL21D	0.7119192
METTL22	0.2975978
METTL23	0.07075924
METTL24	0.8540175
METTL2A	0.8851725
METTL2B	0.2222598
METTL3	0.3372476
METTL4	0.1529531
METTL5	0.5534877
METTL6	0.5569347
METTL7A	0.5017982
METTL7B	0.05984587
METTL8	0.9318643
METTL9	0.3863604
MEX3A	0.1649392
MEX3B	0.4089063
MEX3C	0.07007544
MEX3D	N/A
MFAP1	0.002173909
MFAP2	0.8982408
MFAP3	0.4166263
MFAP3L	0.01616418
MFAP4	0.06859487
MFAP5	0.04643594
MFF	0.02283374
MFGE8	0.4302379
MFHAS1	0.06198653
MFI2	0.8783912
MFN1	0.006127646
MFN2	2.68914E-06
MFNG	0.8831289
MFRP	0.09209186
MFSD1	0.7670513
MFSD10	0.5484331
MFSD11	0.171347
MFSD12	0.4589182
MFSD2A	0.01363003
MFSD2B	0.572252
MFSD3	0.9993496
MFSD4	0.3136091
MFSD5	0.1506447
MFSD6	0.2712841
MFSD6L	0.6761283
MFSD7	0.9396998
MFSD8	0.1962109
MFSD9	0.5535004
MGA	3.47601E-25
MGAM	0.07667613
MGARP	0.6777156
MGAT1	0.1211997
MGAT2	0.005154164
MGAT3	0.3148598
MGAT4A	0.02200181
MGAT4B	0.003515712
MGAT4C	0.3103408
MGAT5	9.73689E-07
MGAT5B	0.01873301
MGEA5	0.009453633
MGLL	0.7560743
MGMT	0.9570261
MGP	0.6083625
MGRN1	0.000459664
MGST1	0.621331
MGST2	0.3080209
MGST3	0.5257184
MIA	0.361362
MIA2	0.1455723
MIA3	1.09554E-07
MIB1	1
MIB2	0.06402478
MICA	0.6721427
MICAL1	0.066459
MICAL2	0.000337385
MICAL3	6.39564E-13
MICALCL	0.5981256
MICALL1	0.28066
MICALL2	0.6678763
MICB	0.6006241
MICU1	0.8685114
MID1	0.1450988
MID1IP1	0.4818539
MID2	0.001563642
MIDN	0.1334073
MIEN1	0.2625884
MIER1	0.000555967
MIER2	0.0005437
MIER3	3.93223E-05
MIF	0.9666601
MIF4GD	0.7058728
MIIP	0.990059
MINA	0.3083645
MINK1	1.26497E-07
MINOS1	0.3710234
MINOS1-NBL1	0.7705545
MINPP1	0.06897076
MIOS	0.001020893
MIOX	0.9301845
MIP	0.1292014
MIPEP	0.1011643
MIPOL1	0.1277355
MIS12	0.4557111
MIS18A	0.4709939
MIS18BP1	0.002553131
MITD1	0.5746901
MITF	2.92135E-05
MIXL1	0.9264213
MKI67	0.000265017
MKI67IP	0.299687
MKKS	0.8847508
MKL1	0.000149322
MKL2	3.82051E-09
MKLN1	4.11263E-05
MKNK1	0.4227718
MKNK2	0.7242883
MKRN1	0.003730724
MKRN2	0.02656208
MKRN3	0.09209422
MKS1	0.5020126
MKX	0.03381127
MLANA	0.9993496
MLC1	0.6430563
MLEC	0.3558776
MLF1	0.4372685
MLF1IP	0.152188
MLF2	0.05575085
MLH1	7.65098E-05
MLH3	0.000693634
MLIP	0.6882044
MLK4	0.4390123
MLKL	0.6845378
MLL	8.69667E-22
MLL2	2.48066E-31
MLL3	1.96171E-32
MLL4	2.67799E-14
MLL5	4.29186E-18
MLLT1	0.003987217
MLLT10	1.36771E-08
MLLT11	0.4938379
MLLT3	0.000380904
MLLT4	4.31971E-11
MLLT6	0.000183244
MLN	0.9215709
MLNR	0.7261271
MLPH	0.04779994
MLST8	0.02393306
MLTK	0.1499279
MLX	0.1824963
MLXIP	0.005382604
MLXIPL	0.0184615
MLYCD	0.5595902
MMAA	0.06361931
MMAB	0.6955023
MMACHC	0.7454775
MMADHC	0.05761843
MMD	0.5193701
MMD2	0.3635509
MME	0.0250517
MMEL1	0.4330685
MMGT1	0.5230706
MMP1	0.9003343
MMP10	0.8132333
MMP11	0.6405145
MMP13	0.2810895
MMP14	0.000536236
MMP15	0.008874631
MMP16	0.02878396
MMP17	0.7949508
MMP19	0.8364053
MMP2	0.004671742
MMP20	0.6770549
MMP21	0.970812
MMP23B	N/A
MMP24	0.4493473
MMP25	0.5330053
MMP26	0.2547444
MMP27	0.5454099
MMP28	0.9905209
MMP3	0.3974244
MMP7	0.7289784
MMP8	0.9700322
MMP9	0.917027
MMRN1	0.2946321
MMRN2	0.9103372
MMS19	2.03768E-05
MMS22L	2.6026E-08
MN1	N/A
MNAT1	0.9844137
MND1	0.6132546
MNDA	0.8055236
MNF1	0.4569544
MNS1	0.5425863
MNT	0.00699776
MNX1	N/A
MOAP1	0.5142156
MOB1A	0.07324978
MOB1B	0.5475329
MOB2	0.1377519
MOB3A	0.8392138
MOB3B	0.5657568
MOB3C	0.4516025
MOB4	0.2596451
MOBP	0.4852474
MOCOS	0.2234366
MOCS1	0.1979228
MOCS2	0.3611194
MOCS3	0.9205585
MOG	0.1194641
MOGAT1	0.5892918
MOGAT2	0.04841076
MOGAT3	0.9876157
MOGS	0.5610644
MOK	0.9864141
MON1A	0.4900085
MON1B	0.02685588
MON2	1.45033E-07
MORC1	0.001385911
MORC2	2.47001E-06
MORC3	3.05899E-06
MORC4	0.000202173
MORF4L1	0.02393178
MORF4L2	0.3579431
MORN1	0.5690028
MORN2	N/A
MORN3	0.9062929
MORN4	0.3231051
MORN5	0.7585418
MOS	0.5258026
MOSPD1	0.07647265
MOSPD2	0.007331408
MOSPD3	0.6248682
MOV10	7.10657E-05
MOV10L1	0.09907148
MOXD1	0.4923845
MPDU1	0.302126
MPDZ	N/A
MPEG1	0.803893
MPG	0.5892076
MPHOSPH10	0.000282644
MPHOSPH6	0.2602926
MPHOSPH8	0.000334318
MPHOSPH9	0.001563938
MPI	0.5440224
MPL	0.1981821
MPLKIP	0.929163
MPND	0.4756779
MPO	0.8803706
MPP1	0.02742655
MPP2	0.3166904
MPP3	0.1890465
MPP4	0.2869968
MPP5	0.001336456
MPP6	0.002399363
MPP7	0.2069131
MPPE1	0.636713
MPPED1	0.2881476
MPPED2	0.01726595
MPRIP	0.000661056
MPST	0.8502584
MPV17	0.9963468
MPV17L	0.9824586
MPV17L2	0.9993496
MPZ	0.1942026
MPZL1	0.3619875
MPZL2	0.9924621
MPZL3	0.9712126
MR1	0.7066915
MRAP	0.3459962
MRAP2	0.8599185
MRAS	0.1992652
MRC1	0.5015608
MRC2	1.20184E-05
MRE11A	0.001879437
MREG	0.8426665
MRFAP1	0.8123464
MRFAP1L1	0.8791958
MRGPRD	0.8352383
MRGPRE	0.9137871
MRGPRF	0.3772504
MRGPRG	N/A
MRGPRX1	0.2455824
MRGPRX2	0.6988833
MRGPRX3	0.9905136
MRGPRX4	0.8037021
MRI1	0.8485588
MRM1	0.9678949
MRO	0.3736382
MROH2A	N/A
MRP63	0.8363163
MRPL1	0.5100398
MRPL10	0.1223355
MRPL11	0.9273531
MRPL12	0.4814104
MRPL13	0.8538845
MRPL14	0.4232358
MRPL15	0.9243059
MRPL16	0.4187851
MRPL17	0.2100305
MRPL18	0.5593254
MRPL19	0.5093972
MRPL2	0.275499
MRPL20	0.4244887
MRPL21	0.932212
MRPL22	0.6044048
MRPL23	0.9806309
MRPL24	0.4845141
MRPL27	0.2519248
MRPL28	0.6816741
MRPL3	0.7340887
MRPL30	0.1455968
MRPL32	0.2530063
MRPL33	0.154708
MRPL34	0.8745495
MRPL35	0.2609264
MRPL36	0.2524135
MRPL37	0.4917447
MRPL38	0.4557368
MRPL39	0.06995972
MRPL4	0.9385359
MRPL40	0.2296547
MRPL41	0.6909993
MRPL42	0.573056
MRPL43	0.8952115
MRPL44	0.8499627
MRPL45	0.5440224
MRPL46	0.6147681
MRPL47	0.3507099
MRPL48	0.1386024
MRPL49	0.4797036
MRPL50	0.3785838
MRPL51	0.3952389
MRPL52	0.7750097
MRPL53	0.7442662
MRPL54	0.5702453
MRPL55	0.6783323
MRPL9	0.4859025
MRPS10	0.3050326
MRPS11	0.7456901
MRPS12	0.8557246
MRPS14	0.7515596
MRPS15	0.4553746
MRPS16	0.5426388
MRPS17	0.07121285
MRPS18A	0.5404908
MRPS18B	0.2983181
MRPS18C	0.5321507
MRPS2	0.4150478
MRPS21	0.3276494
MRPS22	0.3925131
MRPS23	0.1655192
MRPS24	0.6601696
MRPS25	0.1956213
MRPS26	0.5620711
MRPS27	0.01027318
MRPS28	0.885703
MRPS30	0.4370433
MRPS31	0.284174
MRPS33	0.645258
MRPS34	0.9994104
MRPS35	0.03546126
MRPS36	0.1378319
MRPS5	0.06674331
MRPS6	0.2455535
MRPS7	0.4627881
MRPS9	0.3980914
MRRF	0.8400404
MRS2	0.3528707
MRTO4	0.004835642
MRVI1	0.007427697
MS4A1	0.3762081
MS4A10	0.9174907
MS4A12	0.8529203
MS4A13	0.2264196
MS4A14	0.8628159
MS4A15	0.4465247
MS4A2	0.6642249
MS4A3	0.7327096
MS4A4A	0.5762664
MS4A4E	0.2134974
MS4A5	0.3559621
MS4A6A	0.9982591
MS4A6E	0.08783289
MS4A7	0.780106
MS4A8B	0.7102666
MSANTD1	0.4046453
MSANTD2	0.1616295
MSANTD3	0.329852
MSANTD4	0.1327379
MSC	0.4059237
MSGN1	0.5482644
MSH2	4.64934E-08
MSH3	0.7294035
MSH4	0.4634225
MSH5	0.2806404
MSH6	N/A
MSI1	0.004678912
MSI2	0.05696004
MSL1	0.002468147
MSL2	0.006985279
MSL3	0.04390365
MSLN	0.861777
MSLNL	0.78709
MSMB	0.6918768
MSMO1	0.2033079
MSMP	0.1409363
MSN	0.003131456
MSR1	0.6587823
MSRA	0.4025968
MSRB1	0.8542386
MSRB2	0.9332325
MSRB3	0.8405585
MSS51	0.3363839
MST1	0.8985125
MST1R	0.8286121
MST4	0.1181432
MSTN	0.01267751
MSTO1	0.824043
MSX1	0.6586245
MSX2	0.3128388
MT1A	0.8790067
MT1B	0.5468257
MT1E	0.3280703
MT1F	0.812
MT1G	0.759886
MT1H	0.6364202
MT1HL1	0.9383313
MT1M	0.9905542
MT1X	0.8112605
MT2A	0.910942
MT3	0.5518177
MT4	0.8414812
MTA1	0.000150676
MTA2	0.001379158
MTA3	0.000514283
MTAP	0.6431038
MTBP	0.06125285
MTCH1	0.09751814
MTCH2	0.04465198
MTCP1	0.7591862
MTCP1NB	0.7908883
MTDH	0.01020993
MTERF	0.3853038
MTERFD1	0.5503767
