OMIM disease genes	DESCRIPTION (Active links 12th February 2013)	OMIM disease genes	OMIM Recessive	OMIM Haploinsufficiency	OMIM Dominant Negative	OMIM de novo	OMIM de novo & Haploinsuficciency	MGI Lethality orthologs	MGI Seizure orthologs
CSRP3	* 600824. CYSTEINE- AND GLYCINE-RICH PROTEIN 3; CSRP3	CSRP3							
CST3	* 604312. CYSTATIN 3; CST3	CST3	CST3						
CSTA	* 184600. CYSTATIN A; CSTA	CSTA	CSTA						
CSTB	* 601145. CYSTATIN B; CSTB	CSTB				CSTB			MP:0002064
CTC1	* 613129. CONSERVED TELOMERE MAINTENANCE COMPONENT 1; CTC1	CTC1							
CTDP1	"* 604927. C-TERMINAL DOMAIN OF RNA POLYMERASE II SUBUNIT A, PHOSPHATASE OF, SUBUNIT 1; CTDP1"	CTDP1	CTDP1						
CTH	* 607657. CYSTATHIONINE GAMMA-LYASE; CTH	CTH							
CTNNB1	"* 116806. CATENIN, BETA-1; CTNNB1"	CTNNB1	CTNNB1		CTNNB1	CTNNB1			
CTNS	* 606272. CYSTINOSIN; CTNS	CTNS							
CTSA	* 613111. CATHEPSIN A; CTSA	CTSA							
CTSC	* 602365. CATHEPSIN C; CTSC	CTSC	CTSC						
CTSD	* 116840. CATHEPSIN D; CTSD	CTSD	CTSD						MP:0002064
CTSK	* 601105. CATHEPSIN K; CTSK	CTSK	CTSK		CTSK				
CUBN	* 602997. CUBILIN; CUBN	CUBN	CUBN						
CUL3	* 603136. CULLIN 3; CUL3	CUL3				CUL3			
CUL4B	* 300304. CULLIN 4B; CUL4B	CUL4B				CUL4B			
CUL7	* 609577. CULLIN 7; CUL7	CUL7	CUL7						
CX3CR1	"* 601470. CHEMOKINE, CX3C MOTIF, RECEPTOR 1"		CX3CR1						
CXCL12	"* 600835. CHEMOKINE, CXC MOTIF, LIGAND 12"		CXCL12						
CXCR4	"* 162643. CHEMOKINE, CXC MOTIF, RECEPTOR 4; CXCR4"	CXCR4	CXCR4		CXCR4				
CYB5A	"* 613218. CYTOCHROME b5, TYPE A (MICROSOMAL); CYB5A"	CYB5A							
CYB5R3	* 613213. CYTOCHROME b5 REDUCTASE 3; CYB5R3	CYB5R3	CYB5R3						
CYBB	"* 300481. CYTOCHROME b(-245), BETA SUBUNIT; CYBB"	CYBB	CYBB						
CYCS	"* 123970. CYTOCHROME C, SOMATIC; CYCS"	CYCS							
CYLD	* 605018. CYLD GENE; CYLD	CYLD	CYLD						
CYP11A1	"* 118485. CYTOCHROME P450, SUBFAMILY XIA, POLYPEPTIDE 1; CYP11A1"	CYP11A1			CYP11A1	CYP11A1			
CYP11B1	"* 610613. CYTOCHROME P450, SUBFAMILY XIB, POLYPEPTIDE 1; CYP11B1"	CYP11B1							
CYP11B2	"* 124080. CYTOCHROME P450, SUBFAMILY XIB, POLYPEPTIDE 2; CYP11B2"	CYP11B2	CYP11B2						
CYP17A1	"* 609300. CYTOCHROME P450, FAMILY 17, SUBFAMILY A, POLYPEPTIDE 1; CYP17A1"	CYP17A1							
CYP19A1	"* 107910. CYTOCHROME P450, FAMILY 19, SUBFAMILY A, POLYPEPTIDE 1; CYP19A1"	CYP19A1							
CYP1B1	"* 601771. CYTOCHROME P450, SUBFAMILY I, POLYPEPTIDE 1; CYP1B1"	CYP1B1	CYP1B1			CYP1B1			
CYP24A1	"* 126065. CYTOCHROME P450, FAMILY 24, SUBFAMILY A, POLYPEPTIDE 1; CYP24A1"	CYP24A1							
CYP26B1	"* 605207. CYTOCHROME P450, SUBFAMILY XXVIB, POLYPEPTIDE 1; CYP26B1"	CYP26B1							
CYP27A1	"* 606530. CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1; CYP27A1"	CYP27A1							
CYP27B1	"* 609506. CYTOCHROME P450, SUBFAMILY XXVIIB, POLYPEPTIDE 1; CYP27B1"	CYP27B1				CYP27B1			
CYP2B6	"* 123930. CYTOCHROME P450, SUBFAMILY IIB, POLYPEPTIDE 6; CYP2B6"	CYP2B6							
CYP2C19	"* 124020. CYTOCHROME P450, SUBFAMILY IIC, POLYPEPTIDE 19; CYP2C19"	CYP2C19							
CYP2C9	"* 601130. CYTOCHROME P450, SUBFAMILY IIC, POLYPEPTIDE 9; CYP2C9"	CYP2C9							
CYP2R1	"* 608713. CYTOCHROME P450, SUBFAMILY IIR, POLYPEPTIDE 1; CYP2R1"	CYP2R1							
CYP3A4	"* 124010. CYTOCHROME P450, SUBFAMILY IIIA, POLYPEPTIDE 4; CYP3A4"					CYP3A4			
CYP4F22	"* 611495. CYTOCHROME P450, FAMILY 4, SUBFAMILY F, POLYPEPTIDE 22; CYP4F22"	CYP4F22							
CYP7B1	"* 603711. CYTOCHROME P450, FAMILY 7, SUBFAMILY B, POLYPEPTIDE 1; CYP7B1"	CYP7B1	CYP7B1			CYP7B1			
D2HGDH	* 609186. D-2-HYDROXYGLUTARATE DEHYDROGENASE; D2HGDH	D2HGDH							
DAG1	* 128239. DYSTROPHIN-ASSOCIATED GLYCOPROTEIN 1; DAG1	DAG1	DAG1						
DARS2	* 610956. ASPARTYL-tRNA SYNTHETASE 2; DARS2	DARS2							
DBH	"* 609312. DOPAMINE BETA-HYDROXYLASE, PLASMA; DBH"	DBH							
DBT	* 248610. DIHYDROLIPOAMIDE BRANCHED-CHAIN TRANSACYLASE; DBT	DBT	DBT			DBT			
DCAF17	* 612515. DDB1- AND CUL4-ASSOCIATED FACTOR 17; DCAF17	DCAF17							
DCC	* 120470. DELETED IN COLORECTAL CARCINOMA; DCC	DCC		DCC					
DCLRE1C	* 605988. DNA CROSS-LINK REPAIR PROTEIN 1C; DCLRE1C	DCLRE1C							
DCN	* 125255. DECORIN; DCN	DCN							
DCTN1	* 601143. DYNACTIN 1; DCTN1	DCTN1	DCTN1		DCTN1				
DCX	* 300121. DOUBLECORTIN; DCX	DCX				DCX			
DDB2	* 600811. DNA DAMAGE-BINDING PROTEIN 2; DDB2	DDB2							
DDC	* 107930. DOPA DECARBOXYLASE; DDC	DDC							
DDOST	* 602202. DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE-PROTEIN GLYCOSYLTRANSFERASE; DDOST	DDOST							
DDR2	"* 191311. DISCOIDIN DOMAIN RECEPTOR FAMILY, MEMBER 2; DDR2"	DDR2							
DDX11	* 601150. DEAD/H BOX 11; DDX11	DDX11							
DES	* 125660. DESMIN; DES	DES			DES	DES			
DFNA5	* 608798. DFNA5 GENE; DFNA5	DFNA5		DFNA5	DFNA5				
DFNB31	* 607928. WHIRLIN; WHRN	DFNB31	DFNB31						
DGKD	Mouse Genome Informatics Database								MP:0002064
DGUOK	* 601465. DEOXYGUANOSINE KINASE; DGUOK	DGUOK							
DHCR24	* 606418. 24-DEHYDROCHOLESTEROL REDUCTASE; DHCR24	DHCR24	DHCR24						
DHCR7	* 602858. 7-DEHYDROCHOLESTEROL REDUCTASE; DHCR7	DHCR7							
DHDDS	* 608172. DEHYDRODOLICHYL DIPHOSPHATE SYNTHASE; DHDDS	DHDDS	DHDDS						
DHFR	* 126060. DIHYDROFOLATE REDUCTASE; DHFR	DHFR				DHFR			
DHODH	* 126064. DIHYDROOROTATE DEHYDROGENASE; DHODH	DHODH	DHODH			DHODH			
DIABLO	* 605219. DIRECT IAP-BINDING PROTEIN WITH LOW pI; DIABLO	DIABLO							
DIAPH1	"* 602121. DIAPHANOUS, DROSOPHILA, HOMOLOG OF, 1; DIAPH1"	DIAPH1							
DIAPH2	"* 300108. DIAPHANOUS, DROSOPHILA, HOMOLOG OF, 2; DIAPH2"	DIAPH2							
DIAPH3	"* 614567. DIAPHANOUS, DROSOPHILA, HOMOLOG OF, 3; DIAPH3"	DIAPH3				DIAPH3			
DICER1	"* 606241. DICER, DROSOPHILA, HOMOLOG OF, 1; DICER1"	DICER1		DICER1		DICER1	DICER1		
DIP2B	"* 611379. DISCO-INTERACTING PROTEIN 2, DROSOPHILA, HOMOLOG OF, B; DIP2B"	DIP2B							
DIS3L2	"* 614184. DIS3 MITOTIC CONTROL, S. CEREVISIAE, HOMOLOG-LIKE 2; DIS3L2"	DIS3L2							
DISC1	* 605210. DISRUPTED IN SCHIZOPHRENIA 1; DISC1				DISC1				
DKC1	* 300126. DYSKERIN; DKC1	DKC1	DKC1			DKC1			
DLAT	* 608770. DIHYDROLIPOAMIDE S-ACETYLTRANSFERASE; DLAT	DLAT							
DLD	* 238331. DIHYDROLIPOAMIDE DEHYDROGENASE; DLD	DLD							
DLG3	"* 300189. DISCS LARGE, DROSOPHILA, HOMOLOG OF, 3; DLG3"	DLG3							
DLL1	Mouse Genome Informatics Database							MP:0002081	
DLX3	* 600525. DISTAL-LESS HOMEOBOX 3; DLX3	DLX3							
DLX5	* 600028. DISTAL-LESS HOMEOBOX 5; DLX5	DLX5	DLX5					MP:0002081	
DMD	* 300377. DYSTROPHIN; DMD	DMD	DMD	DMD		DMD	DMD		
DMGDH	* 605849. DIMETHYLGLYCINE DEHYDROGENASE; DMGDH	DMGDH							
DMP1	* 600980. DENTIN MATRIX ACIDIC PHOSPHOPROTEIN 1; DMP1	DMP1	DMP1						
DMPK	* 605377. DYSTROPHIA MYOTONICA PROTEIN KINASE; DMPK	DMPK			DMPK				
DMTF1	Mouse Genome Informatics Database								MP:0002064
DNAAF3	"* 614566. DYNEIN, AXONEMAL, ASSEMBLY FACTOR 3; DNAAF3"	DNAAF3							
DNAH5	"* 603335. DYNEIN, AXONEMAL, HEAVY CHAIN 5; DNAH5"	DNAH5	DNAH5						
DNAI1	"* 604366. DYNEIN, AXONEMAL, INTERMEDIATE CHAIN 1; DNAI1"	DNAI1							
DNAI2	"* 605483. DYNEIN, AXONEMAL, INTERMEDIATE CHAIN 2; DNAI2"	DNAI2							
DNAJB2	"* 604139. DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 2; DNAJB2"	DNAJB2	DNAJB2						
DNAJB6	"* 611332. DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 6; DNAJB6"	DNAJB6			DNAJB6				
DNAJC19	"* 608977. DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 19; DNAJC19"	DNAJC19	DNAJC19						
DNAJC5	"* 611203. DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 5; DNAJC5"	DNAJC5							
DNAL1	"* 610062. DYNEIN, AXONEMAL, LIGHT CHAIN 1; DNAL1"	DNAL1							
DNASE1L3	* 602244. DEOXYRIBONUCLEASE I-LIKE 3; DNASE1L3	DNASE1L3	DNASE1L3						
DNM1L	* 603850. DYNAMIN 1-LIKE; DNM1L	DNM1L			DNM1L	DNM1L			
DNM2	* 602378. DYNAMIN 2; DNM2	DNM2				DNM2			
DNMT1	* 126375. DNA METHYLTRANSFERASE 1; DNMT1	DNMT1	DNMT1			DNMT1			
DNMT3B	* 602900. DNA METHYLTRANSFERASE 3B; DNMT3B	DNMT3B				DNMT3B			
DOCK6	* 614194. DEDICATOR OF CYTOKINESIS 6; DOCK6	DOCK6	DOCK6						
DOCK8	* 611432. DEDICATOR OF CYTOKINESIS 8; DOCK8	DOCK8	DOCK8			DOCK8			
DOLK	* 610746. DOLICHOL KINASE		DOLK			DOLK			
DPAGT1	* 191350. DOLICHYL-PHOSPHATE N-ACETYLGLUCOSAMINE PHOSPHOTRANSFERASE; DPAGT1	DPAGT1	DPAGT1						
DPM1	"* 603503. DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT; DPM1"	DPM1							
DPM3	* 605951. DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 3; DPM3	DPM3							
DPY19L2	* 613893. DPY19-LIKE 2; DPY19L2	DPY19L2							
DPYD	* 612779. DIHYDROPYRIMIDINE DEHYDROGENASE; DPYD	DPYD				DPYD			
DPYS	* 613326. DIHYDROPYRIMIDINASE; DPYS	DPYS							
DRD2	* 126450. DOPAMINE RECEPTOR D2; DRD2	DRD2							
DSC2	* 125645. DESMOCOLLIN 2; DSC2	DSC2							
DSC3	* 600271. DESMOCOLLIN 3; DSC3	DSC3							
DSCAM	Mouse Genome Informatics Database								MP:0002064
DSG1	* 125670. DESMOGLEIN 1; DSG1	DSG1		DSG1					
DSG2	* 125671. DESMOGLEIN 2; DSG2	DSG2	DSG2						
DSG4	* 607892. DESMOGLEIN 4; DSG4	DSG4	DSG4						
DSP	* 125647. DESMOPLAKIN; DSP	DSP	DSP	DSP					
DSPP	* 125485. DENTIN SIALOPHOSPHOPROTEIN; DSPP	DSPP			DSPP				
DST	* 113810. DYSTONIN; DST	DST							MP:0002064
DTNA	"* 601239. DYSTROBREVIN, ALPHA; DTNA"	DTNA							
DTNBP1	* 607145. DYSTROBREVIN-BINDING PROTEIN 1; DTNBP1	DTNBP1							
DUOX2	* 606759. DUAL OXIDASE 2; DUOX2	DUOX2							
DUOXA2	* 612772. DUAL OXIDASE MATURATION FACTOR 2; DUOXA2	DUOXA2							
DYM	* 607461. DYMECLIN; DYM	DYM	DYM						
DYNC1H1	"* 600112. DYNEIN, CYTOPLASMIC 1, HEAVY CHAIN 1; DYNC1H1"	DYNC1H1		DYNC1H1		DYNC1H1	DYNC1H1		
DYNC2H1	"* 603297. DYNEIN, CYTOPLASMIC 2, HEAVY CHAIN 1; DYNC2H1"	DYNC2H1							
DYRK1A	* 600855. DUAL-SPECIFICITY TYROSINE PHOSPHORYLATION-REGULATED KINASE 1A; DYRK1A	DYRK1A		DYRK1A		DYRK1A	DYRK1A		
DYSF	* 603009. DYSFERLIN; DYSF	DYSF	DYSF						
EARS2	* 612799. GLUTAMYL-tRNA SYNTHETASE 2; EARS2	EARS2							
EBP	* 300205. EMOPAMIL-BINDING PROTEIN; EBP	EBP							
ECE1	* 600423. ENDOTHELIN-CONVERTING ENZYME 1; ECE1	ECE1							
ECM1	* 602201. EXTRACELLULAR MATRIX PROTEIN 1; ECM1	ECM1	ECM1						
EDA	* 300451. ECTODYSPLASIN A; EDA	EDA				EDA		MP:0002080	
EDAR	* 604095. ECTODYSPLASIN A RECEPTOR; EDAR	EDAR	EDAR		EDAR				
EDARADD	* 606603. EDAR-ASSOCIATED DEATH DOMAIN; EDARADD	EDARADD	EDARADD		EDARADD				
EDN3	* 131242. ENDOTHELIN 3; EDN3	EDN3	EDN3	EDN3	EDN3				
EDNRB	"* 131244. ENDOTHELIN RECEPTOR, TYPE B; EDNRB"	EDNRB	EDNRB			EDNRB			
EFEMP1	* 601548. EGF-CONTAINING FIBULIN-LIKE EXTRACELLULAR MATRIX PROTEIN 1; EFEMP1	EFEMP1							
EFEMP2	* 604633. EGF-CONTAINING FIBULIN-LIKE EXTRACELLULAR MATRIX PROTEIN 2; EFEMP2	EFEMP2	EFEMP2						
EFHC1	* 608815. EF-HAND DOMAIN (C-TERMINAL)-CONTAINING PROTEIN 1; EFHC1					EFHC1			
EFNB1	* 300035. EPHRIN B1; EFNB1	EFNB1				EFNB1			
EFTUD2	* 603892. ELONGATION FACTOR Tu GTP-BINDING DOMAIN-CONTAINING 2; EFTUD2	EFTUD2		EFTUD2		EFTUD2	EFTUD2		
EGF	* 131530. EPIDERMAL GROWTH FACTOR; EGF	EGF	EGF						
EGFR	* 131550. EPIDERMAL GROWTH FACTOR RECEPTOR		EGFR		EGFR				
EGR2	* 129010. EARLY GROWTH RESPONSE 2; EGR2	EGR2	EGR2		EGR2	EGR2			
EHMT1	* 607001. EUCHROMATIC HISTONE METHYLTRANSFERASE 1; EHMT1	EHMT1		EHMT1	EHMT1	EHMT1	EHMT1		
EIF2AK3	* 604032. EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 3; EIF2AK3	EIF2AK3							
EIF2B1	"* 606686. EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 1; EIF2B1"	EIF2B1	EIF2B1						
EIF2B2	"* 606454. EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 2; EIF2B2"	EIF2B2							
EIF2B3	"* 606273. EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 3; EIF2B3"	EIF2B3	EIF2B3						
EIF2B4	"* 606687. EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 4; EIF2B4"	EIF2B4	EIF2B4						
EIF2B5	"* 603945. EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 5; EIF2B5"	EIF2B5	EIF2B5						
EIF4G1	"* 600495. EUKARYOTIC TRANSLATION INITIATION FACTOR 4-GAMMA, 1; EIF4G1"	EIF4G1			EIF4G1				
ELANE	"* 130130. ELASTASE, NEUTROPHIL-EXPRESSED; ELANE"	ELANE	ELANE		ELANE	ELANE			
ELN	* 130160. ELASTIN; ELN	ELN	ELN	ELN	ELN	ELN	ELN		
ELOVL4	* 605512. ELONGATION OF VERY LONG CHAIN FATTY ACIDS-LIKE 4; ELOVL4	ELOVL4	ELOVL4					MP:0002081	
EMD	* 300384. EMERIN; EMD	EMD							
EMX2	"* 600035. EMPTY SPIRACLES, DROSOPHILA, 2, HOMOLOG OF; EMX2"	EMX2				EMX2			
ENAM	* 606585. ENAMELIN; ENAM	ENAM	ENAM						
ENG	* 131195. ENDOGLIN; ENG	ENG		ENG	ENG	ENG	ENG		
ENO3	* 131370. ENOLASE 3; ENO3	ENO3							
ENPP1	* 173335. ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 1; ENPP1	ENPP1	ENPP1						
EP300	"* 602700. E1A-BINDING PROTEIN, 300-KD; EP300"	EP300				EP300			
EPAS1	* 603349. ENDOTHELIAL PAS DOMAIN PROTEIN 1; EPAS1	EPAS1							
EPB41	* 130500. ERYTHROCYTE MEMBRANE PROTEIN BAND 4.1; EPB41	EPB41							
EPB41L1	* 602879. ERYTHROCYTE MEMBRANE PROTEIN BAND 4.1-LIKE 1; EPB41L1	EPB41L1				EPB41L1			
EPB42	"* 177070. PROTEIN 4.2, ERYTHROCYTIC; EPB42"	EPB42	EPB42						
EPCAM	* 185535. EPITHELIAL CELLULAR ADHESION MOLECULE; EPCAM	EPCAM	EPCAM						
EPHA2	* 176946. EPHRIN RECEPTOR EphA2; EPHA2	EPHA2							
EPOR	* 133171. ERYTHROPOIETIN RECEPTOR; EPOR					EPOR			
EPX	* 131399. EOSINOPHIL PEROXIDASE; EPX	EPX							
ERBB2	* 164870. V-ERB-B2 AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG 2; ERBB2				ERBB2			MP:0002080	
ERBB3	* 190151. V-ERB-B2 AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG 3; ERBB3	ERBB3							
ERC1	Mouse Genome Informatics Database							MP:0002080	
ERCC1	"* 126380. EXCISION-REPAIR, COMPLEMENTING DEFECTIVE, IN CHINESE HAMSTER, 1; ERCC1"	ERCC1							
ERCC2	"* 126340. EXCISION-REPAIR, COMPLEMENTING DEFECTIVE, IN CHINESE HAMSTER, 2; ERCC2"	ERCC2							
ERCC3	"* 133510. EXCISION-REPAIR, COMPLEMENTING DEFECTIVE, IN CHINESE HAMSTER, 3; ERCC3"	ERCC3							
ERCC4	"* 133520. EXCISION-REPAIR, COMPLEMENTING DEFECTIVE, IN CHINESE HAMSTER, 4; ERCC4"	ERCC4							
ERCC5	"* 133530. EXCISION-REPAIR, COMPLEMENTING DEFECTIVE, IN CHINESE HAMSTER, 5; ERCC5"	ERCC5	ERCC5						
ERCC6	"* 609413. EXCISION-REPAIR CROSS-COMPLEMENTING, GROUP 6; ERCC6"	ERCC6	ERCC6						
ERCC8	"* 609412. EXCISION-REPAIR CROSS-COMPLEMENTING, GROUP 8; ERCC8"	ERCC8							
ERLIN2	* 611605. ENDOPLASMIC RETICULUM LIPID RAFT-ASSOCIATED PROTEIN 2; ERLIN2	ERLIN2	ERLIN2						
ESCO2	"* 609353. ESTABLISHMENT OF COHESION 1, S. CEREVISIAE, HOMOLOG OF, 2; ESCO2"	ESCO2	ESCO2						
ESRRB	"* 602167. ESTROGEN-RELATED RECEPTOR, BETA; ESRRB"	ESRRB	ESRRB						
ETFA	"* 608053. ELECTRON TRANSFER FLAVOPROTEIN, ALPHA POLYPEPTIDE; ETFA"	ETFA							
ETFB	"* 130410. ELECTRON TRANSFER FLAVOPROTEIN, BETA POLYPEPTIDE; ETFB"	ETFB							
ETFDH	* 231675. ELECTRON TRANSFER FLAVOPROTEIN DEHYDROGENASE; ETFDH	ETFDH							
ETHE1	* 608451. ETHE1 GENE; ETHE1	ETHE1							
ETV6	* 600618. ETS VARIANT GENE 6; ETV6				ETV6				
EVC	* 604831. EVC GENE; EVC	EVC							
EVC2	* 607261. EVC2 GENE; EVC2	EVC2	EVC2						
EXOSC3	* 606489. EXOSOME COMPONENT 3; EXOSC3	EXOSC3	EXOSC3						
EXT1	* 608177. EXOSTOSIN 1; EXT1	EXT1			EXT1			MP:0002080	
EXT2	* 608210. EXOSTOSIN 2; EXT2	EXT2							
EYA1	* 601653. EYES ABSENT 1; EYA1	EYA1	EYA1	EYA1	EYA1	EYA1	EYA1		
EYA4	* 603550. EYES ABSENT 4; EYA4	EYA4							
EYS	"* 612424. EYES SHUT, DROSOPHILA, HOMOLOG OF; EYS"	EYS	EYS						
EZH2	"* 601573. ENHANCER OF ZESTE, DROSOPHILA, HOMOLOG 2; EZH2"	EZH2				EZH2			
F10	* 613872. COAGULATION FACTOR X; F10	F10	F10		F10				
F11	* 264900. COAGULATION FACTOR XI; F11	F11	F11		F11				
F12	* 610619. COAGULATION FACTOR XII; F12	F12				F12			
F13A1	"* 134570. FACTOR XIII, A1 SUBUNIT; F13A1"	F13A1				F13A1			
F13B	"* 134580. FACTOR XIII, B SUBUNIT; F13B"	F13B							
F2	* 176930. COAGULATION FACTOR II; F2	F2	F2						
F5	* 612309. COAGULATION FACTOR V; F5	F5							
F7	* 613878. COAGULATION FACTOR VII; F7	F7							
F8	* 300841. COAGULATION FACTOR VIII; F8	F8				F8			
F9	* 300746. COAGULATION FACTOR IX; F9	F9	F9			F9			
FA2H	* 611026. FATTY ACID 2-HYDROXYLASE; FA2H	FA2H	FA2H						
FADD	* 602457. FAS-ASSOCIATED VIA DEATH DOMAIN; FADD	FADD						MP:0002080	
FAH	* 613871. FUMARYLACETOACETATE HYDROLASE; FAH	FAH							
FAM123B	"* 300647. FAMILY WITH SEQUENCE SIMILARITY 123, MEMBER B; FAM123B"	FAM123B				FAM123B			
FAM126A	"* 610531. FAMILY WITH SEQUENCE SIMILARITY 126, MEMBER A; FAM126A"	FAM126A							
FAM134B	"* 613114. FAMILY WITH SEQUENCE SIMILARITY 134, MEMBER B; FAM134B"	FAM134B							
FAM161A	"* 613596. FAMILY WITH SEQUENCE SIMILARITY 161, MEMBER A; FAM161A"	FAM161A	FAM161A						
FAM20A	"* 611062. FAMILY WITH SEQUENCE SIMILARITY 20, MEMBER A; FAM20A"	FAM20A							
FAM20C	"* 611061. FAMILY WITH SEQUENCE SIMILARITY 20, MEMBER C; FAM20C"	FAM20C	FAM20C			FAM20C			
FANCA	* 607139. FANCA GENE; FANCA	FANCA				FANCA			
FANCB	* 300515. FANCB GENE; FANCB	FANCB	FANCB						
FANCC	* 613899. FANCC GENE; FANCC	FANCC			FANCC	FANCC			
FANCD2	* 613984. FANCD2 GENE; FANCD2	FANCD2							
FANCE	* 613976. FANCE GENE; FANCE	FANCE							
FANCF	* 613897. FANCF GENE; FANCF	FANCF							
FANCG	* 602956. FANCG GENE; FANCG	FANCG							
FANCI	* 611360. FANCI GENE; FANCI	FANCI							
FANCL	* 608111. FANCL GENE; FANCL	FANCL							
FANCM	* 609644. FANCM GENE; FANCM	FANCM							
FAS	"* 134637. TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 6; TNFRSF6"	FAS	FAS		FAS				
FASLG	"* 134638. TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY, MEMBER 6; TNFSF6"	FASLG			FASLG				
FASTKD2	* 612322. FAST KINASE DOMAIN-CONTAINING PROTEIN 2; FASTKD2	FASTKD2							
FBLN5	* 604580. FIBULIN 5; FBLN5	FBLN5	FBLN5						
FBN1	* 134797. FIBRILLIN 1; FBN1	FBN1	FBN1	FBN1	FBN1	FBN1	FBN1		
FBN2	* 612570. FIBRILLIN 2; FBN2	FBN2							
FBP1	"* 611570. FRUCTOSE-1,6-BISPHOSPHATASE 1; FBP1"	FBP1							
FBXO7	* 605648. F-BOX ONLY PROTEIN 7; FBXO7	FBXO7	FBXO7						
FCGR3A	"* 146740. Fc FRAGMENT OF IgG, LOW AFFINITY IIIa, RECEPTOR FOR; FCGR3A"	FCGR3A							
FCGR3B	"* 610665. Fc FRAGMENT OF IgG, LOW AFFINITY IIIb, RECEPTOR FOR"		FCGR3B						
FCN3	* 604973. FICOLIN 3; FCN3	FCN3	FCN3						
FECH	* 612386. FERROCHELATASE; FECH	FECH	FECH						
FERMT1	* 607900. FERMITIN FAMILY (DROSOPHILA) HOMOLOG 1		FERMT1						
FERMT3	* 607901. FERMITIN FAMILY (DROSOPHILA) HOMOLOG 3; FERMT3	FERMT3							
FGB	"* 134830. FIBRINOGEN, B BETA POLYPEPTIDE; FGB"	FGB				FGB			
FGD1	"* 300546. FYVE, RhoGEF, AND PH DOMAIN-CONTAINING PROTEIN 1; FGD1"	FGD1							
FGD4	"* 611104. FYVE, RhoGEF, AND PH DOMAIN-CONTAINING PROTEIN 4; FGD4"	FGD4	FGD4		FGD4				
FGF10	* 602115. FIBROBLAST GROWTH FACTOR 10; FGF10	FGF10		FGF10	FGF10	FGF10	FGF10		
FGF14	* 601515. FIBROBLAST GROWTH FACTOR 14; FGF14	FGF14							
FGF23	* 605380. FIBROBLAST GROWTH FACTOR 23; FGF23	FGF23	FGF23						
FGF8	* 600483. FIBROBLAST GROWTH FACTOR 8; FGF8	FGF8			FGF8	FGF8		MP:0002080	
FGF9	* 600921. FIBROBLAST GROWTH FACTOR 9; FGF9	FGF9							
FGFR1	* 136350. FIBROBLAST GROWTH FACTOR RECEPTOR 1; FGFR1	FGFR1		FGFR1	FGFR1	FGFR1	FGFR1		
FGFR2	* 176943. FIBROBLAST GROWTH FACTOR RECEPTOR 2; FGFR2	FGFR2	FGFR2	FGFR2		FGFR2	FGFR2		
FGFR3	* 134934. FIBROBLAST GROWTH FACTOR RECEPTOR 3; FGFR3	FGFR3	FGFR3			FGFR3			
FGG	"* 134850. FIBRINOGEN, G GAMMA POLYPEPTIDE; FGG"	FGG	FGG						
FH	* 136850. FUMARATE HYDRATASE; FH	FH	FH						
FHL1	* 300163. FOUR-AND-A-HALF LIM DOMAINS 1; FHL1	FHL1			FHL1	FHL1			
FIG4	"* 609390. FIG4, S. CEREVISIAE, HOMOLOG OF; FIG4"	FIG4	FIG4						
FKBP10	* 607063. FK506-BINDING PROTEIN 10; FKBP10	FKBP10	FKBP10						
FKBP14	* 614505. FK506-BINDING PROTEIN 14; FKBP14	FKBP14							
FKTN	* 607440. FUKUTIN; FKTN	FKTN	FKTN			FKTN			
FLCN	* 607273. FOLLICULIN; FLCN	FLCN							
FLG	* 135940. FILAGGRIN; FLG	FLG	FLG						
FLNA	* 300017. FILAMIN A; FLNA	FLNA	FLNA			FLNA			
FLNB	* 603381. FILAMIN B; FLNB	FLNB				FLNB			
FLNC	* 102565. FILAMIN C; FLNC	FLNC			FLNC				
FLT3	* 136351. FMS-RELATED TYROSINE KINASE 3; FLT3	FLT3				FLT3			
FLT4	* 136352. FMS-LIKE TYROSINE KINASE 4; FLT4	FLT4	FLT4		FLT4	FLT4			
FLVCR1	* 609144. FELINE LEUKEMIA VIRUS SUBGROUP C RECEPTOR 1; FLVCR1	FLVCR1	FLVCR1			FLVCR1			
