,Gene_Name,p-val,collapsing_rank
7051,ZG16,0.756457485,7052
7052,ARHGEF1,0.521730085,7053
7053,IL12A,0.5546915379999999,7054
7054,MYL5,0.345721347,7055
7055,PI3,0.55740736,7056
7056,SLC22A13,0.067765308,7057
7057,KRTAP10-9,0.569774751,7058
7058,NR0B1,0.116504472,7059
7059,C17ORF59,0.503076722,7060
7060,HHIPL2,0.62077621,7061
7061,CLIC3,0.08077526,7062
7062,CA12,0.550499548,7063
7063,BIN2,0.08080039900000001,7064
7064,VPS16,1.0,7065
7065,MAP2K3,0.80618132,7066
7066,ENTHD2,0.447749475,7067
7067,RBM45,0.544208416,7068
7068,SLC25A29,0.07422487900000001,7069
7069,CETN3,0.286812004,7070
7070,LPO,0.018199933,7071
7071,HSPA14,0.015629888999999998,7072
7072,BAG4,0.7116482009999999,7073
7073,ASAH1,1.0,7074
7074,TMEM259,1.0,7075
7075,BCL3,0.665589509,7076
7076,EPC2,0.483322231,7077
7077,SLC2A6,0.519310299,7078
7078,ALS2CL,0.152690906,7079
7079,CEACAM3,0.465485903,7080
7080,OR4M2,0.8223887740000001,7081
7081,SLMO1,0.776917648,7082
7082,UGT1A10,0.619289035,7083
7083,MYO5A,0.182454162,7084
7084,SALL3,0.49123747700000003,7085
7085,ZNF524,0.562523113,7086
7086,APCDD1L,0.06292547700000001,7087
7087,TDO2,0.8638039890000001,7088
7088,THAP2,0.770829531,7089
7089,B3GAT3,0.812973993,7090
7090,RHOH,0.635454435,7091
7091,KRT36,0.110574991,7092
7092,SPACA7,0.810393733,7093
7093,PDYN,0.180558765,7094
7094,MRFAP1,1.0,7095
7095,MCL1,1.0,7096
7096,MBD5,0.599626453,7097
7097,ADSS,0.005030066,7098
7098,HABP2,0.008295738,7099
7099,WNK4,0.908728332,7100
7100,HMBS,0.262844148,7101
7101,ZPBP2,0.187776322,7102
7102,MRFAP1L1,0.684327499,7103
7103,ERGIC1,0.299723683,7104
7104,CCNY,0.611615157,7105
7105,CKMT1A,1.0,7106
7106,ADCK4,1.0,7107
7107,CDH10,1.0,7108
7108,SMURF2,0.566566751,7109
7109,MUC12,0.494503601,7110
7110,GSE1,1.0,7111
7111,TNFRSF14,0.0931895,7112
7112,ACCS,0.62169348,7113
7113,ODF4,0.7383648270000001,7114
7114,NFU1,0.503186991,7115
7115,MKNK1,0.310552381,7116
7116,CRLF1,1.0,7117
7117,DYSF,0.9412677490000001,7118
7118,CD3G,0.105113209,7119
7119,SNPH,1.0,7120
7120,VSIG4,0.436017985,7121
7121,UFD1L,0.728739507,7122
7122,LY6G6C,1.0,7123
7123,STK31,1.0,7124
7124,VPS54,0.128590034,7125
7125,CNKSR3,0.864683622,7126
7126,ZBTB41,0.370127555,7127
7127,MAP3K8,0.6798009490000001,7128
7128,MBD3L1,0.024074493,7129
7129,ZDHHC13,0.222549855,7130
7130,MEMO1,1.0,7131
7131,BTBD8,0.103698322,7132
7132,PLEKHH3,0.8705690340000001,7133
7133,ZCCHC16,0.744822105,7134
7134,SEMA4G,0.792021425,7135
7135,SPRR2G,0.419583417,7136
7136,TMEM194B,1.0,7137
7137,PRKCB,0.100938196,7138
7138,RPL4,0.307358703,7139
7139,RGS18,0.41144684200000003,7140
7140,PLEKHD1,0.37069531,7141
7141,ARHGAP44,0.41201511799999996,7142
7142,KLHL32,0.84020985,7143
7143,CHKA,1.0,7144
7144,XYLT1,0.533142369,7145
7145,TNFRSF18,0.816779347,7146
7146,FSD1,0.746281277,7147
7147,SPATS2,0.483266034,7148
7148,GJB2,0.838497721,7149
7149,MMP1,0.715667119,7150
7150,ACOT6,0.33979643600000004,7151
7151,COX6B1,0.7138378870000001,7152
7152,COL4A2,0.584697213,7153
7153,CORO2B,0.672226243,7154
7154,REN,0.515740159,7155
7155,MTSS1,0.321853187,7156
7156,PLEKHA7,0.733882794,7157
7157,STT3A,0.813237443,7158
7158,CD300LF,0.8254595659999999,7159
7159,NTPCR,0.777845569,7160
7160,MYH9,0.463658114,7161
7161,MED11,0.739409255,7162
7162,POP7,0.211467181,7163
7163,LCE5A,1.0,7164
7164,GJB1,1.0,7165
7165,HMGXB3,1.0,7166
7166,MCTP1,0.286453265,7167
7167,FLNA,0.12500856400000002,7168
7168,C8ORF58,0.062362609000000006,7169
7169,TAF9,1.0,7170
7170,SNRNP40,0.051559253,7171
7171,GNL2,0.455841713,7172
7172,RETNLB,1.0,7173
7173,MBOAT2,0.530329935,7174
7174,ITGAV,0.625252691,7175
7175,WHSC1,0.056122125,7176
7176,PTER,0.103172255,7177
7177,CCDC87,0.553723258,7178
7178,CLDN6,0.83997332,7179
7179,KLF7,0.304485534,7180
7180,OGN,0.203336391,7181
7181,ZNF511,1.0,7182
7182,C1QC,0.332984289,7183
7183,IL11RA,0.838497721,7184
7184,ZNF19,0.86290565,7185
7185,GCH1,0.11601872099999999,7186
7186,CCDC78,0.62882327,7187
7187,MYL6,0.574241853,7188
7188,MYPN,0.42804090200000006,7189
7189,TNFAIP2,0.8729520620000001,7190
7190,PYROXD2,0.102074905,7191
7191,LGI3,0.8903220820000001,7192
7192,TRAF3IP1,0.638849737,7193
7193,HPGDS,1.0,7194
7194,ATOH8,0.256158102,7195
7195,NUBPL,0.49353130799999995,7196
7196,CAPN15,0.808644246,7197
7197,CLCN7,0.383019062,7198
7198,SORL1,0.797244025,7199
7199,ABCA13,1.0,7200
7200,MED25,0.512858567,7201
7201,PRDM5,0.422572906,7202
7202,FXYD1,0.58062461,7203
7203,SNTB2,0.70730046,7204
7204,GNG5,1.0,7205
7205,CNIH1,1.0,7206
7206,TMEM213,0.7062887929999999,7207
7207,OR1I1,0.221294708,7208
7208,OPCML,0.575291646,7209
7209,GPR180,0.39998869600000003,7210
7210,FMNL2,0.451485905,7211
7211,DEFA5,0.22428143,7212
7212,TADA2A,0.05456272400000001,7213
7213,MRPL18,0.793109741,7214
7214,PIK3CG,0.17548061399999998,7215
7215,C17ORF49,1.0,7216
7216,SF3B14,1.0,7217
7217,GDI2,1.0,7218
7218,BSX,1.0,7219
7219,TESPA1,0.261277726,7220
7220,FMR1NB,0.7077584929999999,7221
7221,IL1F10,0.044330870999999994,7222
7222,FMO1,1.0,7223
7223,S100A6,0.135594968,7224
7224,HIST1H1T,1.0,7225
7225,CCNE1,1.0,7226
7226,CA3,0.260083673,7227
7227,BRIX1,0.225343933,7228
7228,FLOT1,1.0,7229
7229,PBX4,0.45254510600000003,7230
7230,GDF3,0.828246977,7231
7231,TRADD,0.189142418,7232
7232,ARHGEF7,0.6483368860000001,7233
7233,OR1C1,0.80175524,7234
7234,NGDN,0.8346310379999999,7235
7235,FANCI,0.26058723899999997,7236
7236,FOXP3,1.0,7237
7237,YPEL3,0.347517515,7238
7238,C3ORF18,0.243749408,7239
7239,COG7,0.8746515990000001,7240
7240,GRIP1,0.647423286,7241
7241,SYT14,0.315186103,7242
7242,HEATR6,0.467797295,7243
7243,ZSCAN5B,0.08950944300000001,7244
7244,EEF1B2,1.0,7245
7245,SYT4,1.0,7246
7246,CYR61,1.0,7247
7247,MERTK,0.6183983989999999,7248
7248,PTPRM,0.026807299,7249
7249,FXYD6,0.061145606,7250
7250,DAB2IP,0.554078954,7251
7251,GRHPR,0.827119371,7252
7252,PLA2G15,0.34739328,7253
7253,POLRMT,0.9172475929999999,7254
7254,AIM1,0.519540633,7255
7255,TSSK6,1.0,7256
7256,GMPR2,0.218506244,7257
7257,MKNK2,0.111780419,7258
7258,SLC44A4,0.105081084,7259
7259,GABRP,1.0,7260
7260,TTLL2,0.604134418,7261
7261,PHF6,0.22514534600000002,7262
7262,AMFR,0.7589385540000001,7263
7263,ACBD5,0.711145122,7264
7264,HEXDC,0.030200177,7265
7265,OR10H1,0.616616718,7266
7266,KRTAP9-8,0.7380482490000001,7267
7267,PPP2R1B,1.0,7268
7268,CCT7,0.684978194,7269
7269,ATP6AP1L,1.0,7270
7270,HBP1,0.646125327,7271
7271,ZC3H4,0.553977067,7272
7272,IKBKG,1.0,7273
7273,TRIM54,0.292106074,7274
7274,TAPT1,1.0,7275
7275,THAP3,0.5278364170000001,7276
7276,SIPA1L3,0.623926732,7277
7277,ZNF18,0.5180224929999999,7278
7278,FOXR1,0.373048331,7279
7279,C11ORF49,1.0,7280
7280,UBE3D,0.58085721,7281
7281,HPGD,0.173193405,7282
7282,BCHE,0.451075514,7283
7283,SLC43A3,0.43933999799999995,7284
7284,TTLL11,0.537380978,7285
7285,C16ORF59,0.8369451520000001,7286
7286,CA4,1.0,7287
7287,REL,0.8520055529999999,7288
7288,NDFIP2,0.107087969,7289
7289,TMEM220,0.34150362799999995,7290
7290,IFNA6,1.0,7291
7291,TCTE3,0.028680364,7292
7292,NOMO2,1.0,7293
7293,VPS26A,0.7324345090000001,7294
7294,PCDH18,0.75365097,7295
7295,CD300LG,0.860514815,7296
7296,RLTPR,0.502320584,7297
7297,VPS13D,0.376312958,7298
7298,LILRA6,0.251387735,7299
7299,A4GNT,1.0,7300
7300,MFN2,1.0,7301
7301,CLEC4G,0.038381482,7302
7302,NOG,0.690303476,7303
7303,RACGAP1,0.856526468,7304
7304,PIP5KL1,0.305760971,7305
7305,SNRPA1,0.7622384440000001,7306
7306,TOM1,0.287352079,7307
7307,RTN4IP1,0.307049969,7308
7308,WNT2B,0.8359181999999998,7309
7309,PMM2,1.0,7310
7310,SYNGR2,0.33973964700000003,7311
7311,SIRT6,0.5816174829999999,7312
7312,PITX2,0.562920442,7313
7313,IL7,1.0,7314
7314,ZNF286B,0.835658972,7315
7315,HIST1H3J,1.0,7316
7316,TUBGCP4,0.144932485,7317
7317,SHC4,1.0,7318
7318,IL1RL1,0.7767774120000001,7319
7319,ATG5,0.23221846399999999,7320
7320,SFTPA2,1.0,7321
7321,OTUD3,0.378483479,7322
7322,SF3A3,1.0,7323
7323,RFC1,1.0,7324
7324,NPHS2,0.426490262,7325
7325,DIO1,1.0,7326
7326,HOXA2,0.07739264,7327
7327,BMS1,0.730766844,7328
7328,KIF26B,0.5098368529999999,7329
7329,ROM1,1.0,7330
7330,KRTAP23-1,0.566535606,7331
7331,SMPD2,1.0,7332
7332,INTS12,1.0,7333
7333,PATZ1,0.200934167,7334
7334,INO80B,0.7844048579999999,7335
7335,LYZL2,0.39039388799999997,7336
7336,GJA10,0.470336905,7337
7337,ADAD1,0.738638383,7338
7338,GNRHR,0.44518991700000005,7339
7339,KRBA2,0.856924485,7340
7340,MAPK8IP1,0.8185492390000001,7341
7341,FKBPL,0.807953646,7342
7342,FAM53B,0.28584684899999996,7343
7343,C1QL4,0.7844538759999999,7344
7344,DUSP26,0.668670709,7345
7345,ROBO1,0.057913082000000005,7346
7346,CGNL1,0.679701201,7347
7347,TTC24,0.22335187399999998,7348
7348,TMEM161A,0.577552676,7349
7349,OSBPL10,0.406270323,7350
7350,ETS2,0.39039388799999997,7351
7351,MDH1,0.204510616,7352
7352,RBM14-RBM4,0.70394298,7353
7353,FMO2,0.25226899199999997,7354
7354,LEPR,0.207625318,7355
7355,ARHGAP19,0.8768446520000001,7356
7356,GCG,0.41636862,7357
7357,FAM9C,1.0,7358
7358,CDK7,0.578459752,7359
7359,ODF3B,0.497528597,7360
7360,NPY1R,0.807721165,7361
7361,TRIM42,0.766104938,7362
7362,ARHGDIG,0.223601647,7363
7363,SLC6A15,0.053274271,7364
7364,OR5D13,0.7069356859999999,7365
7365,DGCR6L,0.31289997399999997,7366
7366,KBTBD12,0.063746224,7367
7367,SUSD5,0.045167886,7368
7368,CNTNAP3B,0.40117797200000005,7369
7369,RBMS2,1.0,7370
7370,MSI2,1.0,7371
7371,ZNF578,0.070082937,7372
7372,TXNDC9,0.41642946299999994,7373
7373,KIAA1324L,0.133098254,7374
7374,TTC22,0.8735696940000001,7375
7375,CTRL,0.341127378,7376
7376,BANK1,0.8718468909999999,7377
7377,ANKRD26,0.611907192,7378
7378,DKK3,0.698067826,7379
7379,CD5,0.616216455,7380
7380,GPC6,0.622612015,7381
7381,CPSF3L,0.512816116,7382
7382,FOXP1,0.869560656,7383
7383,ZNF845,0.142734527,7384
7384,ID4,1.0,7385
7385,RETSAT,0.61438092,7386
7386,SPATA13,0.8210287359999999,7387
7387,SNRPB,0.138791121,7388
7388,ENOSF1,0.181785815,7389
7389,RFX6,0.777590854,7390
7390,SPRYD4,0.023864011,7391
7391,BUD31,0.687813628,7392
7392,RPUSD1,0.000500228,7393
7393,IDI2,0.137846478,7394
7394,PHOX2B,0.018700186,7395
7395,GIPC3,0.191269738,7396
7396,RARB,0.488525947,7397
7397,DNAJB13,0.4600309,7398
7398,INADL,0.641026463,7399
7399,COA6,0.177550318,7400
7400,SP140L,1.0,7401
7401,SLC38A8,0.431707335,7402
7402,THEMIS,0.895689452,7403
7403,ATAD2B,0.198671226,7404
7404,STEAP3,0.395798428,7405
7405,PKM,1.0,7406
7406,FAM209B,0.214329446,7407
7407,GLIPR2,1.0,7408
7408,C14ORF182,1.0,7409
7409,COL28A1,0.79145957,7410
7410,SLC24A1,0.20718931899999998,7411
7411,KDM4D,0.284965872,7412
7412,ARL10,0.497139066,7413
7413,HDX,0.0402934,7414
7414,DLL4,0.34915534299999995,7415
7415,RBM12,0.49145815600000003,7416
7416,BRD4,0.9009120420000001,7417
7417,NELL2,0.494032675,7418
7418,EPPIN,0.580057113,7419
7419,PAFAH1B3,0.593068936,7420
7420,ARHGAP33,0.773990719,7421
7421,VILL,1.0,7422
7422,TMEM65,1.0,7423
7423,NGEF,0.272833356,7424
7424,PRMT2,0.127832816,7425
7425,SLC41A1,1.0,7426
7426,AKR1A1,0.5295220420000001,7427
7427,AP1S1,0.011699393999999998,7428
7428,TRPV6,0.09954867,7429
7429,CLUAP1,0.369855975,7430
7430,RFX5,0.42057284799999994,7431
7431,ANGPT2,0.358157205,7432
7432,AMDHD2,0.7318666159999999,7433
7433,BICD1,1.0,7434
7434,GABRB1,0.400919584,7435
7435,FAM160A1,0.497825491,7436
7436,HPS5,0.19953104600000002,7437
7437,HSPA8,1.0,7438
7438,MYL9,0.543033653,7439
7439,MAPRE3,0.155390966,7440
7440,KIAA1984,0.663630404,7441
7441,HES6,0.680010069,7442
7442,SLC15A2,0.027159842000000003,7443
7443,EVX2,0.612747123,7444
7444,PAFAH1B1,0.800353185,7445
7445,KRT39,1.0,7446
7446,HOXA10,1.0,7447
7447,CRYGA,0.315544235,7448
7448,UTP14C,0.34702462799999995,7449
7449,MMAA,0.7551579190000001,7450
7450,SORD,0.603534827,7451
7451,ARNT2,0.340412625,7452
7452,HTR7,0.8119310959999999,7453
7453,POLG,0.47367521100000004,7454
7454,CALCOCO2,0.310243493,7455
7455,NOTCH2NL,0.32333228,7456
7456,OPA1,0.21940222,7457
7457,CFH,0.39147028799999994,7458
7458,BLOC1S2,1.0,7459
7459,WDSUB1,0.272057716,7460
7460,LRRC8E,0.899180552,7461
7461,SCD5,1.0,7462
7462,TDRD10,0.8285785390000001,7463
7463,ACAD11,1.0,7464
7464,ANKS6,0.202288041,7465
7465,SH3TC2,0.32909967,7466
7466,CERS5,0.6685613979999999,7467
7467,MPV17L,0.457104325,7468
7468,MLF1IP,0.395701645,7469
7469,EIF4EBP1,0.162769915,7470
7470,CAPN6,0.48501591299999997,7471
7471,IQUB,0.147742365,7472
7472,KCNA3,0.436450392,7473
7473,OR2A4,1.0,7474
7474,MUL1,0.181714403,7475
7475,ADHFE1,0.303397336,7476
7476,LCN12,0.7856211740000001,7477
7477,KDM3A,0.723166255,7478
7478,FAM63A,0.605325861,7479
7479,C9ORF139,0.029602085,7480
7480,SPNS1,1.0,7481
7481,LRRN4CL,1.0,7482
7482,GPX5,0.803308355,7483
7483,EIF4B,0.846317827,7484
7484,MED6,0.094109319,7485
7485,DPH1,0.270377976,7486
7486,DPP8,0.651434972,7487
7487,NOP9,0.8728457190000001,7488
7488,IPMK,1.0,7489
7489,AKAP12,0.40500296799999996,7490
7490,MTCH2,0.564076152,7491
7491,SH3PXD2A,0.43958342200000006,7492
7492,UPP2,0.672601873,7493
7493,SLC25A18,0.711041626,7494
7494,COL5A3,0.47872736299999996,7495
7495,ACTC1,0.148467294,7496
7496,SLC12A6,0.49070323600000004,7497
7497,DMXL1,0.9424929259999999,7498
7498,KRT82,0.12220581400000001,7499
7499,PPIB,0.172666419,7500
7500,SLC25A25,0.024909159,7501
7501,RBM19,0.820779115,7502
7502,GTSE1,0.60036659,7503
7503,CYYR1,0.24191585699999998,7504
7504,JPH4,0.327724384,7505
7505,CPNE1,0.7620417159999999,7506
7506,CRYBB3,0.009696541999999999,7507
7507,ZNF219,0.020112598,7508
7508,NDUFB10,0.30878184,7509
7509,COL8A2,0.5380982879999999,7510
7510,CCDC112,0.24329250600000002,7511
7511,UTP18,0.148557559,7512
7512,CMTR2,0.310907052,7513
7513,SUGP2,1.0,7514
7514,THEM5,1.0,7515
7515,TNP1,0.49390937,7516
7516,PNPLA8,0.108016866,7517
7517,SERPINI1,0.414005223,7518
7518,SPINK1,0.210196468,7519
7519,YBEY,1.0,7520
7520,KIF25,0.499424715,7521
7521,FOXI2,0.6791846979999999,7522
7522,TOX3,0.069249833,7523
7523,DMRTA1,1.0,7524
7524,SLC4A1AP,0.16243390900000002,7525
7525,CR1,0.078155153,7526
7526,ZFP3,0.19279211699999999,7527
7527,ZWILCH,0.520377469,7528
7528,OR4B1,1.0,7529
7529,XK,0.362672409,7530
7530,POLR2I,0.655279077,7531
7531,LDHB,0.118125475,7532
7532,IGFBP3,1.0,7533
7533,OR6B3,0.308184445,7534
7534,TRIM47,0.34050986200000005,7535
7535,PIM3,1.0,7536
7536,ASIC4,0.8551884679999999,7537
7537,KDELR1,1.0,7538
7538,SLC5A3,0.672839308,7539
7539,KRTAP19-6,1.0,7540
7540,RTBDN,0.121166755,7541
7541,LTC4S,0.609543094,7542
7542,ARPC1A,1.0,7543
7543,KMO,0.550499548,7544
7544,TAB2,0.284050045,7545
7545,C16ORF80,0.7062887929999999,7546
7546,AGRN,0.789137786,7547
7547,STX18,0.8318641929999999,7548
7548,LPCAT3,1.0,7549
7549,MAPK4,0.080449692,7550
7550,KCNJ11,0.8257346940000001,7551
7551,SEMA6D,0.330016876,7552
7552,SCAI,0.490261327,7553
7553,SIDT1,1.0,7554
7554,E2F6,1.0,7555
7555,LGALS4,0.7168270840000001,7556
7556,FLT3LG,0.788382041,7557
7557,ZSCAN4,0.131116349,7558
7558,DDX56,0.481179873,7559
7559,C2ORF16,0.131378952,7560
7560,LDB2,0.441649078,7561
7561,CELF1,1.0,7562
7562,U2SURP,0.300036784,7563
7563,TMEM74,1.0,7564
7564,DLK2,0.19592205,7565
7565,HOOK2,0.698000273,7566
7566,PHLDB2,0.27251445,7567
7567,ALG13,0.398553626,7568
7568,MRPL19,1.0,7569
7569,TEX13B,0.569647687,7570
7570,TEX12,0.137089078,7571
7571,PRKAA2,0.050091665,7572
7572,TAF4,0.122506208,7573
7573,AGBL1,1.0,7574
7574,ATAD3B,0.887151131,7575
7575,CCDC65,0.40295626100000004,7576
7576,TNFRSF25,0.462659437,7577
7577,TRH,1.0,7578
7578,KCNE4,0.0034872909999999996,7579
7579,MLF1,0.488489254,7580
7580,FLNB,0.097678893,7581
7581,DUPD1,1.0,7582
7582,VSIG10,0.6243910570000001,7583
7583,RNF165,0.023283206,7584
7584,GATAD2B,1.0,7585
7585,ADAMTS6,0.446120055,7586
7586,SF3A1,0.38880560200000003,7587
7587,TRPV2,1.0,7588
7588,CALM2,0.5136390479999999,7589
7589,CDC7,0.643740884,7590
7590,TPT1,1.0,7591
7591,OIP5,0.058206522999999996,7592
7592,MPDU1,0.028045358,7593
7593,NOL4,0.043618717,7594
7594,KLHL20,0.315225737,7595
7595,PPP1R32,0.5978974260000001,7596
7596,FAM83B,0.179445073,7597
7597,IKZF5,0.8109156270000001,7598
7598,SMAD2,0.36812828200000003,7599
7599,P2RY6,0.540125482,7600
7600,C1ORF228,0.616203417,7601
7601,C4ORF46,0.523982597,7602
7602,DUSP19,0.80175524,7603
7603,PIGP,1.0,7604
7604,C17ORF50,0.225636654,7605
7605,PIGQ,1.0,7606
7606,ESCO2,0.878280389,7607
7607,AEBP2,1.0,7608
7608,FOXO1,0.668960561,7609
7609,SLC4A3,0.807770573,7610
7610,HAND2,0.7094796790000001,7611
7611,PRPF40B,0.526770562,7612
7612,ARHGDIA,0.037640915,7613
7613,SLFN11,0.734294938,7614
7614,C17ORF62,0.319533489,7615
7615,NR6A1,1.0,7616
7616,NPNT,0.32057601399999996,7617
7617,CDCA4,0.817620089,7618
7618,ESYT1,0.907629756,7619
7619,FABP2,0.538666393,7620
7620,ULBP3,0.603534827,7621
7621,ETV5,1.0,7622
7622,KLRG2,1.0,7623
7623,DGKG,0.073546298,7624
7624,C5ORF38,0.09086620599999999,7625
7625,PMPCA,0.884679236,7626
7626,PRICKLE1,0.425138839,7627
7627,IGFALS,0.836714845,7628
7628,HPCAL4,0.41945450100000004,7629
7629,ISCA1,1.0,7630
7630,HOXD1,0.330428047,7631
7631,NAA25,0.583236315,7632
7632,AFP,0.11557407800000001,7633
7633,CHI3L2,0.421139283,7634
7634,CFI,0.22684675699999998,7635
7635,KLHDC2,0.532747974,7636
7636,ECH1,0.7292896179999999,7637
7637,TSHZ2,0.793823889,7638
7638,VWA1,0.718794363,7639
7639,LSM14A,0.298442168,7640
7640,KCNH2,0.682520083,7641
7641,SLC25A4,0.416023676,7642
7642,OR2L5,0.715691891,7643
7643,GRIN2D,0.6346005370000001,7644
7644,TMPRSS2,0.135747959,7645
7645,ITPKC,0.772440262,7646
7646,TMPRSS6,0.796423697,7647
7647,PCDHA4,1.0,7648
7648,RSL1D1,0.32391943100000004,7649
7649,SEPP1,1.0,7650
7650,TDRD1,0.46524723100000004,7651
7651,LGR5,0.136071346,7652
7652,PDZK1IP1,1.0,7653
7653,CDV3,0.80845975,7654
7654,OR13G1,0.06307405099999999,7655
7655,CHDH,0.581200015,7656
7656,TTC23,0.241511275,7657
7657,KRT6B,1.0,7658
7658,EPT1,0.616657297,7659
7659,SHISA5,1.0,7660
7660,TMCC1,1.0,7661
7661,UHMK1,0.144932485,7662
7662,MTPAP,0.7226300920000001,7663
7663,GNG13,0.419583417,7664
7664,PRSS42,0.004599959,7665
7665,TNNC1,1.0,7666
7666,ALDOA,0.293327999,7667
7667,COLCA2,0.10834255699999999,7668
7668,RPS6KA1,0.44917970700000004,7669
7669,SLC39A12,0.072722522,7670
7670,STON2,0.680111175,7671
7671,OR9A4,0.823365892,7672
7672,LRBA,0.938601688,7673
7673,EPHB4,1.0,7674
7674,SLC23A1,0.684978194,7675
7675,TSKS,0.7353420829999999,7676
7676,ITPR1,0.36413474,7677
7677,NRBP1,1.0,7678
7678,KLRC1,0.153948595,7679
7679,MRPS23,0.723160204,7680
7680,ANKS3,0.139757739,7681
7681,COL9A2,0.886266762,7682
7682,HS6ST1,0.16697680199999998,7683
7683,C3ORF52,0.359792423,7684
7684,CDK2AP2,1.0,7685
7685,BRCA2,0.642941151,7686
7686,PPAPDC3,0.874481262,7687
7687,ZNF276,1.0,7688
7688,NDST2,0.8973583190000001,7689
7689,KRTAP13-1,0.522813616,7690
7690,FAM3B,0.496183944,7691
7691,CNNM1,0.403402239,7692
7692,RNMTL1,0.139195918,7693
7693,TMCC2,0.10889656,7694
7694,TNFAIP8,0.332981205,7695
7695,OR52N4,0.682230083,7696
7696,CAGE1,0.06973073,7697
7697,YPEL4,0.27170746,7698
7698,HCFC2,1.0,7699
7699,RRM1,0.8208822379999999,7700
7700,VCL,0.34711536200000004,7701
7701,CNNM3,0.621901003,7702
7702,TENM3,0.156392746,7703
7703,LPCAT2,0.214078845,7704
7704,MDN1,0.9114123120000001,7705
7705,FTL,0.231203225,7706
7706,MAGEA8,0.273469858,7707
7707,OR1M1,1.0,7708
7708,MRPL49,0.778173052,7709
7709,C12ORF56,1.0,7710
7710,FABP6,0.15775230099999998,7711
7711,SEC14L4,1.0,7712
7712,BCAT1,1.0,7713
7713,KLHL8,0.70947762,7714
7714,GLE1,0.266063407,7715
7715,BOLA3,0.335263776,7716
7716,ESYT2,0.539280298,7717
7717,NBPF15,0.136041934,7718
7718,CHN2,0.42159667,7719
7719,COX6B2,1.0,7720
7720,IQCJ-SCHIP1,1.0,7721
7721,CDC34,0.187952903,7722
7722,PCM1,0.257036004,7723
7723,OR5A2,0.060705329,7724
7724,COL24A1,0.9249287690000001,7725
7725,STARD8,0.142262616,7726
7726,RIOK1,1.0,7727
7727,VPS13B,0.638928206,7728
7728,THAP8,1.0,7729
7729,SPATA33,0.592980735,7730
7730,KIAA1143,0.067307166,7731
7731,FAM76B,0.719259412,7732
7732,ZNF562,0.70947762,7733
7733,GSDMC,0.64976743,7734
7734,BTC,0.612069902,7735
7735,RMND1,0.467849112,7736
7736,CNRIP1,0.65955995,7737
7737,PCGF1,0.497024409,7738
7738,POC1B-GALNT4,1.0,7739
7739,RNF26,0.141631559,7740
7740,SRP54,0.328740853,7741
7741,HHLA2,1.0,7742
7742,RALA,1.0,7743
7743,MAP3K4,0.39456403700000003,7744
7744,ANKFN1,0.031025294,7745
7745,CAPS,1.0,7746
7746,LAMA3,0.552499554,7747
7747,PRRT2,0.030826988,7748
7748,TMEM79,0.173818676,7749
7749,CAST,1.0,7750
7750,ACSBG1,0.353517989,7751
7751,DENND6A,1.0,7752
7752,ITGB3BP,1.0,7753
7753,PRMT8,0.531319664,7754
7754,ANXA2,0.8526157329999999,7755
7755,ID3,0.7630072659999999,7756
7756,MCF2L2,0.383333915,7757
7757,PRPF18,0.628430995,7758
7758,RBCK1,0.532825048,7759
7759,IHH,0.660464109,7760
7760,ZNF273,0.125621085,7761
7761,FAM194A,0.43541237200000005,7762
7762,PRSS1,1.0,7763
7763,ST8SIA3,0.202192585,7764
7764,NT5C1B,0.230793451,7765
7765,PPP1R27,0.582854009,7766
7766,OR7A10,0.43795025299999996,7767
7767,JMJD7-PLA2G4B,0.5409618279999999,7768
7768,ACTR3,0.485085851,7769
7769,TPPP3,0.392004215,7770
7770,ZNF256,0.756537806,7771
7771,MROH7,0.051170863,7772
7772,DEFB128,0.6994374390000001,7773
7773,TRMT12,1.0,7774
7774,SLC4A9,0.6681414720000001,7775
7775,BCAS4,1.0,7776
7776,SKIV2L,0.632530191,7777
7777,DHTKD1,0.47952223,7778
7778,CAPN1,0.353016987,7779
7779,HOXA6,0.8000244409999999,7780
7780,TBX2,0.37288989100000003,7781
7781,CTXN3,1.0,7782
7782,SPON2,1.0,7783
7783,LYPD5,0.11337932,7784
7784,DMGDH,0.492856294,7785
7785,HTR3B,0.600464416,7786
7786,RBPMS,1.0,7787
7787,CLEC12A,0.083572255,7788
7788,C5ORF28,0.02737513,7789
7789,PLA2G16,0.289330712,7790
7790,GAS7,0.556287046,7791
7791,CLVS1,0.762539566,7792
7792,MDM1,0.631923662,7793
7793,MPG,0.878603719,7794
7794,GPATCH4,0.277348506,7795
7795,LURAP1L,1.0,7796
7796,LOXHD1,0.279558227,7797
7797,GEN1,0.498157642,7798
7798,SAFB2,0.39056897,7799
7799,AIDA,1.0,7800
7800,POMC,0.037854145,7801
7801,VNN1,0.444577062,7802
7802,FAM160A2,0.450175737,7803
7803,CCDC11,0.5802191870000001,7804
7804,GNAO1,0.37042192700000004,7805
7805,POU4F1,0.545102993,7806
7806,IDO1,0.323226943,7807
7807,FITM2,0.537270266,7808
7808,TTLL6,0.721453693,7809
7809,NLK,0.601764569,7810
7810,EFCAB12,0.229568313,7811
7811,ALB,0.71331671,7812
7812,FCER2,0.431451543,7813
7813,NRDE2,0.83076775,7814
7814,TMEM184C,1.0,7815
7815,PRMT6,0.343678828,7816
7816,IFNA2,0.381937594,7817
7817,SLC2A13,0.567778515,7818
